run_id,run_name,sweep_id,state,created_at,config_gpt_model,config_world_size,config_lr_schedule.name,config_lr_schedule.warm_up_fraction,config_training_data,config_hydra.job.name,config_logging_params.wandb,config_logging_params.log_step,config_logging_params.val_step,config_logging_params.keep_last,config_logging_params.svd_log_step,config_logging_params.load_ckpt_step,config_logging_params.save_ckpt_step,config_logging_params.save_checkpoint,config_logging_params.val_tokens_processed,config_optimizer_params.args,config_optimizer_params.name,config_optimizer_params.args.lr,config_logging_params.wandb.tags,config_logging_params.wandb.project,config_optimizer_params.args.weight_decay,config_training_data.training_params.num_epochs,config_training_data.training_params.tokens_processed,config_seed,config_logging_params.diag_log_step,config_optimizer_params.args.ns_steps,config_optimizer_params.args.adamw_betas,config_optimizer_params.args.polar_method,config_optimizer_params.args.polar_safety,config_optimizer_params.args.polar_cushion,config_optimizer_params.args.polar_num_iters,config_ckpt_glob,config_optimizer_params.args.betas,config_training_data.training_params.batch_size,config_optimizer_params.args.muon_mode,config_optimizer_params.args.split_heads,config_logging_params.timing_only,config_optimizer_params.args.muon_variant
cthlj4ep,misunderstood-sweep-12,bbxdd87r,finished,2025-11-16T17:43:26Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.001, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.95, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.001,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.1,0.2,524288.0,,160.0,5.0,"[0.95, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
rtw92fpt,vibrant-sweep-2,j7qzf95f,finished,2025-11-19T23:29:22Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [1]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[1],,,,,,,
q6rxn618,divine-sweep-7,bbxdd87r,finished,2025-11-16T14:29:45Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.04, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.04,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.01,0.2,524288.0,,160.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
6zhdpqqa,efficient-sweep-4,j7qzf95f,finished,2025-11-20T03:02:20Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [2]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[2],,,,,,,
83tenfc4,wild-sweep-6,j7qzf95f,finished,2025-11-20T06:36:28Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [2]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[2],,,,,,,
xj0p1bvj,eager-sweep-6,bbxdd87r,finished,2025-11-16T13:50:57Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.02, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.02,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.1,0.2,524288.0,,160.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
t9xxy24f,ethereal-sweep-4,bbxdd87r,finished,2025-11-16T12:33:20Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.01,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.1,0.2,524288.0,,160.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
7svdfodt,leafy-sweep-16,bbxdd87r,finished,2025-11-16T20:18:30Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.02, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.95, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.02,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.1,0.2,524288.0,,160.0,5.0,"[0.95, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
3hjqdxyw,graceful-sweep-5,j7qzf95f,finished,2025-11-20T06:33:01Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [2]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[2],,,,,,,
wo9wtu5m,stilted-sweep-7,bfj88tht,finished,2025-11-16T14:23:12Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0006, 'betas': [0.9, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0006,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.01,0.2,524288.0,,160.0,,,,,,,,"[0.9, 0.999]",,,,,
oex6syhx,trim-sweep-9,j7qzf95f,finished,2025-11-20T13:37:10Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [3]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[3],,,,,,,
yv3fdlv8,scarlet-sweep-8,bbxdd87r,finished,2025-11-16T15:08:32Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.04, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.04,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.1,0.2,524288.0,,160.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
mq6r4ec8,toasty-sweep-8,j7qzf95f,finished,2025-11-20T10:10:34Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [3]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[3],,,,,,,
c1tbt4oy,rose-sweep-9,bbxdd87r,finished,2025-11-16T15:47:21Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.1, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.1,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.01,0.2,524288.0,,160.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
wg6ix4h0,expert-sweep-14,bbxdd87r,finished,2025-11-16T19:00:57Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.95, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.01,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.1,0.2,524288.0,,160.0,5.0,"[0.95, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
jmi7tagv,divine-sweep-10,bfj88tht,finished,2025-11-16T16:19:24Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.001, 'betas': [0.9, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.001,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.1,0.2,524288.0,,160.0,,,,,,,,"[0.9, 0.999]",,,,,
51ownss3,comfy-sweep-15,bbxdd87r,finished,2025-11-16T19:39:41Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.02, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.95, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.02,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.01,0.2,524288.0,,160.0,5.0,"[0.95, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
zvpltc0a,prime-sweep-10,bbxdd87r,finished,2025-11-16T16:25:58Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.1, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.1,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.1,0.2,524288.0,,160.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
tfp8p291,polar-sweep-12,bfj88tht,finished,2025-11-16T17:36:39Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 1e-05, 'betas': [0.95, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': None, 'polar_num_iters': None}",adamw,1e-05,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.1,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.999]",,,,,
sgzmvb7x,resilient-sweep-11,bbxdd87r,finished,2025-11-16T17:04:42Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.001, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.95, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.001,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.01,0.2,524288.0,,160.0,5.0,"[0.95, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
3rm82tqn,super-sweep-15,bfj88tht,finished,2025-11-16T19:32:27Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0003, 'betas': [0.95, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0003,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.01,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.999]",,,,,
ue5qhfy6,jolly-sweep-3,j7qzf95f,finished,2025-11-20T03:01:13Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [1]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[1],,,,,,,
8y1b0ahu,magic-sweep-11,bfj88tht,finished,2025-11-16T16:58:06Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 1e-05, 'betas': [0.95, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",adamw,1e-05,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.01,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.999]",,,,,
dq08dtk9,rose-sweep-14,bfj88tht,finished,2025-11-16T18:53:47Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0001, 'betas': [0.95, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0001,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.1,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.999]",,,,,
75455nm3,fragrant-sweep-7,j7qzf95f,finished,2025-11-20T10:05:01Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [3]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[3],,,,,,,
3jxsmvpx,upbeat-sweep-13,bbxdd87r,finished,2025-11-16T18:22:14Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.95, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.01,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.01,0.2,524288.0,,160.0,5.0,"[0.95, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
84kr58tf,sleek-sweep-10,j7qzf95f,finished,2025-11-20T13:44:48Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [3, 0]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[3, 0]",,,,,,,
am2g1szy,summer-sweep-13,bfj88tht,finished,2025-11-16T18:15:08Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0001, 'betas': [0.95, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0001,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.01,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.999]",,,,,
v7erak5i,smooth-sweep-14,j7qzf95f,finished,2025-11-20T20:53:21Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [4]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[4],,,,,,,
o9vno6d3,genial-sweep-17,bfj88tht,finished,2025-11-16T20:49:54Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0006, 'betas': [0.95, 0.999], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0006,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.01,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.999]",,,,,
8jcao278,generous-sweep-12,j7qzf95f,finished,2025-11-20T17:19:02Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [3, 0]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[3, 0]",,,,,,,
rfast75j,northern-sweep-11,j7qzf95f,finished,2025-11-20T17:09:21Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [3, 0]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,"[3, 0]",,,,,,,
elsi6y99,dutiful-sweep-27,bfj88tht,finished,2025-11-17T03:16:49Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-adamw,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'adamw'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.0006, 'betas': [0.95, 0.95], 'ns_steps': None, 'adamw_betas': None, 'polar_method': None, 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",adamw,0.0006,"['phase0', 'baseline', 'adamw']",cs182-polar-express,0.01,0.2,524288.0,,160.0,,,,,,,,"[0.95, 0.95]",,,,,
8ov0mar6,silver-sweep-16,j7qzf95f,finished,2025-11-21T00:27:53Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-pe-stage2,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'stage2', 'pe-hyperparams', 'finalists'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.9, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'stage2', 'pe-hyperparams', 'finalists']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,,,,,
fq3c9r8y,rural-sweep-19,bbxdd87r,finished,2025-11-16T22:14:51Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase0-muon,"{'dir': 'outputs/wandb', 'tags': ['phase0', 'baseline', 'muon'], 'project': 'cs182-polar-express'}",160.0,8000.0,2.0,800.0,0.0,32000.0,True,16384.0,"{'lr': 0.1, 'betas': None, 'ns_steps': 5, 'adamw_betas': [0.95, 0.999], 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.1,"['phase0', 'baseline', 'muon']",cs182-polar-express,0.01,0.2,524288.0,,160.0,5.0,"[0.95, 0.999]",polarexpress,1.01,0.024,5,,,,,,,
